Plot Title: 20393601_SM_Alpine_A1,,,
#,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 20393601, SEN S/N: 20399027)","Temp, °F (LGR S/N: 20393601, SEN S/N: 20399269)"
756,9/7/19 0:00,-0.4737,51.458
757,9/7/19 1:00,-0.4737,50.797
758,9/7/19 2:00,-0.4737,50.18
759,9/7/19 3:00,-0.4737,49.204
760,9/7/19 4:00,-0.4737,49.249
761,9/7/19 5:00,-0.4737,48.672
762,9/7/19 6:00,-0.4737,48.094
763,9/7/19 7:00,-0.4737,47.557
764,9/7/19 8:00,-0.4737,47.289
765,9/7/19 9:00,-0.4737,48.538
766,9/7/19 10:00,-0.4737,51.193
767,9/7/19 11:00,-0.4737,53.776
768,9/7/19 12:00,-0.4737,55.558
769,9/7/19 13:00,-0.4737,56.642
770,9/7/19 14:00,-0.4737,56.988
771,9/7/19 15:00,-0.4737,56.858
772,9/7/19 16:00,-0.4737,56.512
773,9/7/19 17:00,-0.4737,55.863
774,9/7/19 18:00,-0.4737,54.995
775,9/7/19 19:00,-0.4737,54.126
776,9/7/19 20:00,-0.4737,53.035
777,9/7/19 21:00,-0.4737,51.94
778,9/7/19 22:00,-0.4737,50.841
779,9/7/19 23:00,-0.4737,49.914
780,9/8/19 0:00,-0.4737,49.028
781,9/8/19 1:00,-0.4737,48.227
782,9/8/19 2:00,-0.4737,47.512
783,9/8/19 3:00,-0.4737,46.886
784,9/8/19 4:00,-0.4737,46.346
785,9/8/19 5:00,-0.4737,45.806
786,9/8/19 6:00,-0.4737,45.399
787,9/8/19 7:00,-0.4737,45.036
788,9/8/19 8:00,-0.4737,45.262
789,9/8/19 9:00,-0.4737,46.661
790,9/8/19 10:00,-0.4737,49.516
791,9/8/19 11:00,-0.4737,51.544
792,9/8/19 12:00,-0.4737,52.335
793,9/8/19 13:00,-0.4737,53.341
794,9/8/19 14:00,-0.4737,52.641
795,9/8/19 15:00,-0.4737,52.423
796,9/8/19 16:00,-0.4737,51.852
797,9/8/19 17:00,-0.4737,51.325
798,9/8/19 18:00,-0.4737,50.841
799,9/8/19 19:00,-0.4737,50.311
800,9/8/19 20:00,-0.4737,49.782
801,9/8/19 21:00,-0.4737,48.895
802,9/8/19 22:00,-0.4737,48.272
803,9/8/19 23:00,-0.4737,47.647
804,9/9/19 0:00,-0.4737,47.019
805,9/9/19 1:00,-0.4737,46.346
806,9/9/19 2:00,-0.4737,45.714
807,9/9/19 3:00,-0.4737,45.036
808,9/9/19 4:00,-0.4737,44.355
809,9/9/19 5:00,-0.4737,43.671
810,9/9/19 6:00,-0.4737,43.075
811,9/9/19 7:00,-0.4737,42.433
812,9/9/19 8:00,-0.4737,42.341
813,9/9/19 9:00,-0.4737,43.99
814,9/9/19 10:00,-0.4737,46.974
815,9/9/19 11:00,-0.4737,50.4
816,9/9/19 12:00,-0.4737,53.384
817,9/9/19 13:00,-0.4737,55.342
818,9/9/19 14:00,-0.4737,56.295
819,9/9/19 15:00,-0.4737,56.34
820,9/9/19 16:00,-0.4737,55.647
821,9/9/19 17:00,-0.4737,54.561
822,9/9/19 18:00,-0.4737,53.298
823,9/9/19 19:00,-0.4737,52.029
824,9/9/19 20:00,-0.4737,50.797
825,9/9/19 21:00,-0.4737,49.516
826,9/9/19 22:00,-0.4737,48.36
827,9/9/19 23:00,-0.4737,47.334
828,9/10/19 0:00,-0.4737,46.436
829,9/10/19 1:00,-0.4737,45.579
830,9/10/19 2:00,-0.4737,44.809
831,9/10/19 3:00,-0.4737,44.218
832,9/10/19 4:00,-0.4737,43.671
833,9/10/19 5:00,-0.4737,43.075
834,9/10/19 6:00,-0.4737,42.525
835,9/10/19 7:00,-0.4737,42.017
836,9/10/19 8:00,-0.4737,42.341
837,9/10/19 9:00,-0.4737,44.492
838,9/10/19 10:00,-0.4737,47.736
839,9/10/19 11:00,-0.4737,50.974
840,9/10/19 12:00,-0.4737,53.166
841,9/10/19 13:00,-0.4737,54.865
842,9/10/19 14:00,-0.4737,55.819
843,9/10/19 15:00,-0.4737,55.819
844,9/10/19 16:00,-0.4737,55.256
845,9/10/19 17:00,-0.4737,54.43
846,9/10/19 18:00,-0.4737,53.341
847,9/10/19 19:00,-0.4737,52.335
848,9/10/19 20:00,-0.4737,51.237
849,9/10/19 21:00,-0.4737,50.18
850,9/10/19 22:00,-0.4737,49.249
851,9/10/19 23:00,-0.4737,48.538
852,9/11/19 0:00,-0.4737,47.781
853,9/11/19 1:00,-0.4737,46.841
854,9/11/19 2:00,-0.4737,46.076
855,9/11/19 3:00,-0.4737,45.579
856,9/11/19 4:00,-0.4737,45.172
857,9/11/19 5:00,-0.4737,44.901
858,9/11/19 6:00,-0.4737,44.627
859,9/11/19 7:00,-0.4737,44.4
860,9/11/19 8:00,-0.4737,43.9
861,9/11/19 9:00,-0.4737,43.488
862,9/11/19 10:00,-0.4737,44.31
863,9/11/19 11:00,-0.4737,45.217
864,9/11/19 12:00,-0.4737,45.534
865,9/11/19 13:00,-0.4737,46.121
866,9/11/19 14:00,-0.4737,46.526
867,9/11/19 15:00,-0.4737,46.751
868,9/11/19 16:00,-0.4737,46.796
869,9/11/19 17:00,-0.4737,46.616
870,9/11/19 18:00,-0.4737,46.211
871,9/11/19 19:00,-0.4737,45.534
872,9/11/19 20:00,-0.4737,44.719
873,9/11/19 21:00,-0.4737,43.99
874,9/11/19 22:00,-0.4737,43.396
875,9/11/19 23:00,-0.4737,42.847
876,9/12/19 0:00,-0.4737,42.386
877,9/12/19 1:00,-0.4737,41.878
878,9/12/19 2:00,-0.4737,41.416
879,9/12/19 3:00,-0.4737,41.09
880,9/12/19 4:00,-0.4737,40.672
881,9/12/19 5:00,-0.4737,40.298
882,9/12/19 6:00,-0.4737,39.924
883,9/12/19 7:00,-0.4737,39.549
884,9/12/19 8:00,-0.4737,39.313
885,9/12/19 9:00,-0.4737,40.392
886,9/12/19 10:00,-0.4737,43.534
887,9/12/19 11:00,-0.4737,47.289
888,9/12/19 12:00,-0.4737,50.4
889,9/12/19 13:00,-0.4737,52.335
890,9/12/19 14:00,-0.4737,53.166
891,9/12/19 15:00,-0.4737,53.166
892,9/12/19 16:00,-0.4737,52.554
893,9/12/19 17:00,-0.4737,51.633
894,9/12/19 18:00,-0.4737,50.488
895,9/12/19 19:00,-0.4737,49.249
896,9/12/19 20:00,-0.4737,48.049
897,9/12/19 21:00,-0.4737,46.796
898,9/12/19 22:00,-0.4737,45.624
899,9/12/19 23:00,-0.4737,44.582
900,9/13/19 0:00,-0.4737,43.624
901,9/13/19 1:00,-0.4737,42.755
902,9/13/19 2:00,-0.4737,41.925
903,9/13/19 3:00,-0.4737,41.184
904,9/13/19 4:00,-0.4737,40.485
905,9/13/19 5:00,-0.4737,39.877
906,9/13/19 6:00,-0.4737,39.36
907,9/13/19 7:00,-0.4737,38.842
908,9/13/19 8:00,-0.4737,38.889
909,9/13/19 9:00,-0.4737,40.905
910,9/13/19 10:00,-0.4737,44.582
911,9/13/19 11:00,-0.4737,48.45
912,9/13/19 12:00,-0.4737,51.764
913,9/13/19 13:00,-0.4737,54.082
914,9/13/19 14:00,-0.4737,55.081
915,9/13/19 15:00,-0.4737,55.081
916,9/13/19 16:00,-0.4737,54.3
917,9/13/19 17:00,-0.4737,53.209
918,9/13/19 18:00,-0.4737,51.852
919,9/13/19 19:00,-0.4737,50.488
920,9/13/19 20:00,-0.4737,49.116
921,9/13/19 21:00,-0.4737,47.781
922,9/13/19 22:00,-0.4737,46.481
923,9/13/19 23:00,-0.4737,45.399
924,9/14/19 0:00,-0.4737,44.492
925,9/14/19 1:00,-0.4737,43.579
926,9/14/19 2:00,-0.4737,42.755
927,9/14/19 3:00,-0.4737,41.97
928,9/14/19 4:00,-0.4737,41.277
929,9/14/19 5:00,-0.4737,40.626
930,9/14/19 6:00,-0.4737,40.064
931,9/14/19 7:00,-0.4737,39.454
932,9/14/19 8:00,-0.4737,39.83
933,9/14/19 9:00,-0.4737,42.433
934,9/14/19 10:00,-0.4737,46.346
935,9/14/19 11:00,-0.4737,50.488
936,9/14/19 12:00,-0.4737,53.776
937,9/14/19 13:00,-0.4737,55.776
938,9/14/19 14:00,-0.4737,56.556
939,9/14/19 15:00,-0.4737,56.426
940,9/14/19 16:00,-0.4737,55.647
941,9/14/19 17:00,-0.4737,54.561
942,9/14/19 18:00,-0.4737,53.298
943,9/14/19 19:00,-0.4737,52.029
944,9/14/19 20:00,-0.4737,50.709
945,9/14/19 21:00,-0.4737,49.471
946,9/14/19 22:00,-0.4737,48.36
947,9/14/19 23:00,-0.4737,47.467
948,9/15/19 0:00,-0.4737,46.616
949,9/15/19 1:00,-0.4737,45.941
950,9/15/19 2:00,-0.4737,45.307
951,9/15/19 3:00,-0.4737,44.674
952,9/15/19 4:00,-0.4737,44.082
953,9/15/19 5:00,-0.4737,43.488
954,9/15/19 6:00,-0.4737,42.939
955,9/15/19 7:00,-0.4737,42.478
956,9/15/19 8:00,-0.4737,42.755
957,9/15/19 9:00,-0.4737,44.991
958,9/15/19 10:00,-0.4737,48.315
959,9/15/19 11:00,-0.4737,51.852
960,9/15/19 12:00,-0.4737,54.734
961,9/15/19 13:00,-0.4737,55.949
962,9/15/19 14:00,-0.4737,56.208
963,9/15/19 15:00,-0.4737,55.906
964,9/15/19 16:00,-0.4737,55.081
965,9/15/19 17:00,-0.4737,53.994
966,9/15/19 18:00,-0.4737,52.903
967,9/15/19 19:00,-0.4737,51.984
968,9/15/19 20:00,-0.4737,51.062
969,9/15/19 21:00,-0.4737,50.18
970,9/15/19 22:00,-0.4737,49.428
971,9/15/19 23:00,-0.4737,48.762
972,9/16/19 0:00,-0.4737,48.272
973,9/16/19 1:00,-0.4737,47.781
974,9/16/19 2:00,-0.4737,47.244
975,9/16/19 3:00,-0.4737,46.751
976,9/16/19 4:00,-0.4737,46.391
977,9/16/19 5:00,-0.4737,46.121
978,9/16/19 6:00,-0.4737,45.851
979,9/16/19 7:00,-0.4737,45.624
980,9/16/19 8:00,-0.4737,45.444
981,9/16/19 9:00,-0.4737,45.399
982,9/16/19 10:00,-0.4737,45.669
983,9/16/19 11:00,-0.4737,46.346
984,9/16/19 12:00,-0.4737,48.049
985,9/16/19 13:00,-0.4737,50.709
986,9/16/19 14:00,-0.4737,52.203
987,9/16/19 15:00,-0.4737,52.947
988,9/16/19 16:00,-0.4737,52.86
989,9/16/19 17:00,-0.4737,52.16
990,9/16/19 18:00,-0.4737,51.237
991,9/16/19 19:00,-0.4737,50.356
992,9/16/19 20:00,-0.4737,49.516
993,9/16/19 21:00,-0.4737,48.672
994,9/16/19 22:00,-0.4737,47.826
995,9/16/19 23:00,-0.4737,46.974
996,9/17/19 0:00,-0.4737,46.211
997,9/17/19 1:00,-0.4737,45.534
998,9/17/19 2:00,-0.4737,45.127
999,9/17/19 3:00,-0.4737,44.809
1000,9/17/19 4:00,-0.4737,44.492
1001,9/17/19 5:00,-0.4737,44.218
1002,9/17/19 6:00,-0.4737,43.945
1003,9/17/19 7:00,-0.4737,43.671
1004,9/17/19 8:00,-0.4737,43.488
1005,9/17/19 9:00,-0.4737,43.396
1006,9/17/19 10:00,-0.4737,43.488
1007,9/17/19 11:00,-0.4737,43.671
1008,9/17/19 12:00,-0.4737,44.355
1009,9/17/19 13:00,-0.4737,44.218
1010,9/17/19 14:00,-0.4737,44.218
1011,9/17/19 15:00,-0.4737,44.674
1012,9/17/19 16:00,-0.4737,45.217
1013,9/17/19 17:00,-0.4737,45.489
1014,9/17/19 18:00,-0.4737,45.579
1015,9/17/19 19:00,-0.4737,45.354
1016,9/17/19 20:00,-0.4737,44.991
1017,9/17/19 21:00,-0.4737,44.582
1018,9/17/19 22:00,-0.4737,44.263
1019,9/17/19 23:00,-0.4737,43.99
1020,9/18/19 0:00,-0.4737,43.763
1021,9/18/19 1:00,-0.4737,43.443
1022,9/18/19 2:00,-0.4737,43.03
1023,9/18/19 3:00,-0.4737,42.708
1024,9/18/19 4:00,-0.4737,42.478
1025,9/18/19 5:00,-0.4737,42.156
1026,9/18/19 6:00,-0.4737,41.787
1027,9/18/19 7:00,-0.4737,41.463
1028,9/18/19 8:00,-0.4737,41.277
1029,9/18/19 9:00,-0.4737,41.693
1030,9/18/19 10:00,-0.4737,43.122
1031,9/18/19 11:00,-0.4737,44.492
1032,9/18/19 12:00,-0.4737,46.346
1033,9/18/19 13:00,-0.4737,48.493
1034,9/18/19 14:00,-0.4737,50.092
1035,9/18/19 15:00,-0.4737,50.841
1036,9/18/19 16:00,-0.4737,50.752
1037,9/18/19 17:00,-0.4737,50.311
1038,9/18/19 18:00,-0.4737,49.649
1039,9/18/19 19:00,-0.4737,48.895
1040,9/18/19 20:00,-0.4737,48.049
1041,9/18/19 21:00,-0.4737,47.109
1042,9/18/19 22:00,-0.4737,46.166
1043,9/18/19 23:00,-0.4737,45.354
1044,9/19/19 0:00,-0.4737,44.582
1045,9/19/19 1:00,-0.4737,43.945
1046,9/19/19 2:00,-0.4737,43.443
1047,9/19/19 3:00,-0.4737,42.939
1048,9/19/19 4:00,-0.4737,42.386
1049,9/19/19 5:00,-0.4737,41.878
1050,9/19/19 6:00,-0.4737,41.369
1051,9/19/19 7:00,-0.4737,40.858
1052,9/19/19 8:00,-0.4737,40.905
1053,9/19/19 9:00,-0.4737,42.8
1054,9/19/19 10:00,-0.4737,45.806
1055,9/19/19 11:00,-0.4737,48.493
1056,9/19/19 12:00,-0.4737,49.737
1057,9/19/19 13:00,-0.4737,50.268
1058,9/19/19 14:00,-0.4737,50.797
1059,9/19/19 15:00,-0.4737,51.062
1060,9/19/19 16:00,-0.4737,51.017
1061,9/19/19 17:00,-0.4737,50.709
1062,9/19/19 18:00,-0.4737,50.135
1063,9/19/19 19:00,-0.4737,49.428
1064,9/19/19 20:00,-0.4737,48.583
1065,9/19/19 21:00,-0.4737,47.647
1066,9/19/19 22:00,-0.4737,46.796
1067,9/19/19 23:00,-0.4737,46.121
1068,9/20/19 0:00,-0.4737,45.489
1069,9/20/19 1:00,-0.4737,44.946
1070,9/20/19 2:00,-0.4737,44.537
1071,9/20/19 3:00,-0.4737,44.082
1072,9/20/19 4:00,-0.4737,43.579
1073,9/20/19 5:00,-0.4737,43.03
1074,9/20/19 6:00,-0.4737,42.525
1075,9/20/19 7:00,-0.4737,42.017
1076,9/20/19 8:00,-0.4737,41.74
1077,9/20/19 9:00,-0.4737,43.214
1078,9/20/19 10:00,-0.4737,46.031
1079,9/20/19 11:00,-0.4737,48.272
1080,9/20/19 12:00,-0.4737,48.983
1081,9/20/19 13:00,-0.4737,49.959
1082,9/20/19 14:00,-0.4737,50.797
1083,9/20/19 15:00,-0.4737,50.974
1084,9/20/19 16:00,-0.4737,50.533
1085,9/20/19 17:00,-0.4737,49.825
1086,9/20/19 18:00,-0.4737,49.073
1087,9/20/19 19:00,-0.4737,48.182
1088,9/20/19 20:00,-0.4737,47.199
1089,9/20/19 21:00,-0.4737,46.166
1090,9/20/19 22:00,-0.4737,45.172
1091,9/20/19 23:00,-0.4737,44.355
1092,9/21/19 0:00,-0.4737,43.579
1093,9/21/19 1:00,-0.4737,42.8
1094,9/21/19 2:00,-0.4737,41.97
1095,9/21/19 3:00,-0.4737,41.184
1096,9/21/19 4:00,-0.4737,40.298
1097,9/21/19 5:00,-0.4737,39.502
1098,9/21/19 6:00,-0.4737,38.795
1099,9/21/19 7:00,-0.4737,38.179
1100,9/21/19 8:00,-0.4737,38.226
1101,9/21/19 9:00,-0.4737,40.017
1102,9/21/19 10:00,-0.4737,43.075
1103,9/21/19 11:00,-0.4737,46.211
1104,9/21/19 12:00,-0.4737,48.85
1105,9/21/19 13:00,-0.4737,50.797
1106,9/21/19 14:00,-0.4737,51.589
1107,9/21/19 15:00,-0.4737,51.589
1108,9/21/19 16:00,-0.4737,50.974
1109,9/21/19 17:00,-0.4737,50.092
1110,9/21/19 18:00,-0.4737,49.204
1111,9/21/19 19:00,-0.4737,48.094
1112,9/21/19 20:00,-0.4737,46.751
1113,9/21/19 21:00,-0.4737,45.489
1114,9/21/19 22:00,-0.4737,44.31
1115,9/21/19 23:00,-0.4737,43.214
1116,9/22/19 0:00,-0.4737,42.247
1117,9/22/19 1:00,-0.4737,41.416
1118,9/22/19 2:00,-0.4737,40.626
1119,9/22/19 3:00,-0.4737,39.877
1120,9/22/19 4:00,-0.4737,39.124
1121,9/22/19 5:00,-0.4737,38.368
1122,9/22/19 6:00,-0.4737,37.702
1123,9/22/19 7:00,-0.4737,37.13
1124,9/22/19 8:00,-0.4737,37.274
1125,9/22/19 9:00,-0.4737,39.267
1126,9/22/19 10:00,-0.4737,42.755
1127,9/22/19 11:00,-0.4737,46.391
1128,9/22/19 12:00,-0.4737,49.428
1129,9/22/19 13:00,-0.4737,51.325
1130,9/22/19 14:00,-0.4737,52.203
1131,9/22/19 15:00,-0.4737,52.16
1132,9/22/19 16:00,-0.4737,51.413
1133,9/22/19 17:00,-0.4737,50.311
1134,9/22/19 18:00,-0.4737,49.073
1135,9/22/19 19:00,-0.4737,47.826
1136,9/22/19 20:00,-0.4737,46.481
1137,9/22/19 21:00,-0.4737,45.307
1138,9/22/19 22:00,-0.4737,44.31
1139,9/22/19 23:00,-0.4737,43.351
1140,9/23/19 0:00,-0.4737,42.525
1141,9/23/19 1:00,-0.4737,41.787
1142,9/23/19 2:00,-0.4737,40.998
1143,9/23/19 3:00,-0.4737,40.251
1144,9/23/19 4:00,-0.4737,39.596
1145,9/23/19 5:00,-0.4737,39.031
1146,9/23/19 6:00,-0.4737,38.606
1147,9/23/19 7:00,-0.4737,38.273
1148,9/23/19 8:00,-0.4737,38.368
1149,9/23/19 9:00,-0.4737,39.031
1150,9/23/19 10:00,-0.4737,40.998
1151,9/23/19 11:00,-0.4737,43.9
1152,9/23/19 12:00,-0.4737,47.512
1153,9/23/19 13:00,-0.4737,50.18
1154,9/23/19 14:00,-0.4737,51.193
1155,9/23/19 15:00,-0.4737,51.282
1156,9/23/19 16:00,-0.4737,51.017
1157,9/23/19 17:00,-0.4737,50.445
1158,9/23/19 18:00,-0.4737,49.692
1159,9/23/19 19:00,-0.4737,48.717
1160,9/23/19 20:00,-0.4737,47.602
1161,9/23/19 21:00,-0.4737,46.481
1162,9/23/19 22:00,-0.4737,45.399
1163,9/23/19 23:00,-0.4737,44.355
1164,9/24/19 0:00,-0.4737,43.351
1165,9/24/19 1:00,-0.4737,42.386
1166,9/24/19 2:00,-0.4737,41.601
1167,9/24/19 3:00,-0.4737,40.951
1168,9/24/19 4:00,-0.4737,40.392
1169,9/24/19 5:00,-0.4737,39.924
1170,9/24/19 6:00,-0.4737,39.407
1171,9/24/19 7:00,-0.4737,38.937
1172,9/24/19 8:00,-0.4737,39.22
1173,9/24/19 9:00,-0.4737,41.416
1174,9/24/19 10:00,-0.4737,45.444
1175,9/24/19 11:00,-0.4737,49.87
1176,9/24/19 12:00,-0.4737,52.817
1177,9/24/19 13:00,-0.4737,54.691
1178,9/24/19 14:00,-0.4737,55.342
1179,9/24/19 15:00,-0.4737,54.995
1180,9/24/19 16:00,-0.4737,53.994
1181,9/24/19 17:00,-0.4737,52.686
1182,9/24/19 18:00,-0.4737,51.325
1183,9/24/19 19:00,-0.4737,50.002
1184,9/24/19 20:00,-0.4737,48.628
1185,9/24/19 21:00,-0.4737,47.289
1186,9/24/19 22:00,-0.4737,46.121
1187,9/24/19 23:00,-0.4737,45.036
1188,9/25/19 0:00,-0.4737,44.127
1189,9/25/19 1:00,-0.4737,43.396
1190,9/25/19 2:00,-0.4737,42.663
1191,9/25/19 3:00,-0.4737,42.017
1192,9/25/19 4:00,-0.4737,41.369
1193,9/25/19 5:00,-0.4737,40.764
1194,9/25/19 6:00,-0.4737,40.204
1195,9/25/19 7:00,-0.4737,39.69
1196,9/25/19 8:00,-0.4737,40.111
1197,9/25/19 9:00,-0.4737,42.708
1198,9/25/19 10:00,-0.4737,46.796
1199,9/25/19 11:00,-0.4737,51.062
1200,9/25/19 12:00,-0.4737,54.3
1201,9/25/19 13:00,-0.4737,56.165
1202,9/25/19 14:00,-0.4737,56.988
1203,9/25/19 15:00,-0.4737,56.858
1204,9/25/19 16:00,-0.4737,55.992
1205,9/25/19 17:00,-0.4737,54.82
1206,9/25/19 18:00,-0.4737,53.559
1207,9/25/19 19:00,-0.4737,52.203
1208,9/25/19 20:00,-0.4737,50.797
1209,9/25/19 21:00,-0.4737,49.471
1210,9/25/19 22:00,-0.4737,48.405
1211,9/25/19 23:00,-0.4737,47.377
1212,9/26/19 0:00,-0.4737,46.391
1213,9/26/19 1:00,-0.4737,45.489
1214,9/26/19 2:00,-0.4737,44.627
1215,9/26/19 3:00,-0.4737,43.808
1216,9/26/19 4:00,-0.4737,43.122
1217,9/26/19 5:00,-0.4737,42.478
1218,9/26/19 6:00,-0.4737,41.878
1219,9/26/19 7:00,-0.4737,41.322
1220,9/26/19 8:00,-0.4737,41.463
1221,9/26/19 9:00,-0.4737,43.671
1222,9/26/19 10:00,-0.4737,46.841
1223,9/26/19 11:00,-0.4737,50.356
1224,9/26/19 12:00,-0.4737,52.641
1225,9/26/19 13:00,-0.4737,53.951
1226,9/26/19 14:00,-0.4737,54.387
1227,9/26/19 15:00,-0.4737,54.343
1228,9/26/19 16:00,-0.4737,53.994
1229,9/26/19 17:00,-0.4737,53.384
1230,9/26/19 18:00,-0.4737,52.509
1231,9/26/19 19:00,-0.4737,51.544
1232,9/26/19 20:00,-0.4737,50.664
1233,9/26/19 21:00,-0.4737,49.737
1234,9/26/19 22:00,-0.4737,48.85
1235,9/26/19 23:00,-0.4737,48.137
1236,9/27/19 0:00,-0.4737,47.557
1237,9/27/19 1:00,-0.4737,46.931
1238,9/27/19 2:00,-0.4737,46.346
1239,9/27/19 3:00,-0.4737,45.851
1240,9/27/19 4:00,-0.4737,45.354
1241,9/27/19 5:00,-0.4737,44.764
1242,9/27/19 6:00,-0.4737,44.31
1243,9/27/19 7:00,-0.4737,43.945
1244,9/27/19 8:00,-0.4737,43.763
1245,9/27/19 9:00,-0.4737,44.4
1246,9/27/19 10:00,-0.4737,45.986
1247,9/27/19 11:00,-0.4737,48.493
1248,9/27/19 12:00,-0.4737,50.047
1249,9/27/19 13:00,-0.4737,52.029
1250,9/27/19 14:00,-0.4737,53.472
1251,9/27/19 15:00,-0.4737,53.82
1252,9/27/19 16:00,-0.4737,53.253
1253,9/27/19 17:00,-0.4737,52.466
1254,9/27/19 18:00,-0.4737,51.544
1255,9/27/19 19:00,-0.4737,50.488
1256,9/27/19 20:00,-0.4737,49.471
1257,9/27/19 21:00,-0.4737,48.45
1258,9/27/19 22:00,-0.4737,47.691
1259,9/27/19 23:00,-0.4737,47.154
1260,9/28/19 0:00,-0.4737,46.661
1261,9/28/19 1:00,-0.4737,46.121
1262,9/28/19 2:00,-0.4737,45.579
1263,9/28/19 3:00,-0.4737,45.082
1264,9/28/19 4:00,-0.4737,44.582
1265,9/28/19 5:00,-0.4737,44.082
1266,9/28/19 6:00,-0.4737,43.671
1267,9/28/19 7:00,-0.4737,43.443
1268,9/28/19 8:00,-0.4737,43.534
1269,9/28/19 9:00,-0.4737,44.4
1270,9/28/19 10:00,-0.4737,46.796
1271,9/28/19 11:00,-0.4737,50.135
1272,9/28/19 12:00,-0.4737,52.335
1273,9/28/19 13:00,-0.4737,53.908
1274,9/28/19 14:00,-0.4737,54.561
1275,9/28/19 15:00,-0.4737,54.43
1276,9/28/19 16:00,-0.4737,53.776
1277,9/28/19 17:00,-0.4737,52.772
1278,9/28/19 18:00,-0.4737,51.589
1279,9/28/19 19:00,-0.4737,50.4
1280,9/28/19 20:00,-0.4737,49.383
1281,9/28/19 21:00,-0.4737,48.493
1282,9/28/19 22:00,-0.4737,47.647
1283,9/28/19 23:00,-0.4737,46.931
1284,9/29/19 0:00,-0.4737,46.301
1285,9/29/19 1:00,-0.4737,45.714
1286,9/29/19 2:00,-0.4737,45.262
1287,9/29/19 3:00,-0.4737,44.856
1288,9/29/19 4:00,-0.4737,44.4
1289,9/29/19 5:00,-0.4737,43.945
1290,9/29/19 6:00,-0.4737,43.579
1291,9/29/19 7:00,-0.4737,43.167
1292,9/29/19 8:00,-0.4737,43.122
1293,9/29/19 9:00,-0.4737,44.946
1294,9/29/19 10:00,-0.4737,47.736
1295,9/29/19 11:00,-0.4737,50.311
1296,9/29/19 12:00,-0.4737,51.237
1297,9/29/19 13:00,-0.4737,51.413
1298,9/29/19 14:00,-0.4737,51.589
1299,9/29/19 15:00,-0.4737,51.764
1300,9/29/19 16:00,-0.4737,51.282
1301,9/29/19 17:00,-0.4737,50.488
1302,9/29/19 18:00,-0.4737,49.561
1303,9/29/19 19:00,-0.4737,48.672
1304,9/29/19 20:00,-0.4737,47.871
1305,9/29/19 21:00,-0.4737,47.109
1306,9/29/19 22:00,-0.4737,46.391
1307,9/29/19 23:00,-0.4737,45.761
1308,9/30/19 0:00,-0.4737,45.127
1309,9/30/19 1:00,-0.4737,44.492
1310,9/30/19 2:00,-0.4737,43.763
1311,9/30/19 3:00,-0.4737,43.122
1312,9/30/19 4:00,-0.4737,42.525
1313,9/30/19 5:00,-0.4737,41.925
1314,9/30/19 6:00,-0.4737,41.322
1315,9/30/19 7:00,-0.4737,40.764
1316,9/30/19 8:00,-0.4737,40.719
1317,9/30/19 9:00,-0.4737,42.8
1318,9/30/19 10:00,-0.4737,46.076
1319,9/30/19 11:00,-0.4737,49.338
1320,9/30/19 12:00,-0.4737,51.984
1321,9/30/19 13:00,-0.4737,53.865
1322,9/30/19 14:00,-0.4737,54.43
1323,9/30/19 15:00,-0.4737,54.212
1324,9/30/19 16:00,-0.4737,53.253
1325,9/30/19 17:00,-0.4737,51.895
1326,9/30/19 18:00,-0.4737,50.488
1327,9/30/19 19:00,-0.4737,49.204
1328,9/30/19 20:00,-0.4737,47.959
1329,9/30/19 21:00,-0.4737,46.841
1330,9/30/19 22:00,-0.4737,45.851
1331,9/30/19 23:00,-0.4737,44.946
1332,10/1/19 0:00,-0.4737,44.127
1333,10/1/19 1:00,-0.4737,43.396
1334,10/1/19 2:00,-0.4737,42.663
1335,10/1/19 3:00,-0.4737,41.925
1336,10/1/19 4:00,-0.4737,41.184
1337,10/1/19 5:00,-0.4737,40.532
1338,10/1/19 6:00,-0.4737,39.877
1339,10/1/19 7:00,-0.4737,39.313
1340,10/1/19 8:00,-0.4737,39.313
1341,10/1/19 9:00,-0.4737,41.416
1342,10/1/19 10:00,-0.4737,44.582
1343,10/1/19 11:00,-0.4737,48.004
1344,10/1/19 12:00,-0.4737,50.576
1345,10/1/19 13:00,-0.4737,52.16
1346,10/1/19 14:00,-0.4737,53.078
1347,10/1/19 15:00,-0.4737,53.078
1348,10/1/19 16:00,-0.4737,52.291
1349,10/1/19 17:00,-0.4737,50.929
1350,10/1/19 18:00,-0.4737,49.516
1351,10/1/19 19:00,-0.4737,48.137
1352,10/1/19 20:00,-0.4737,46.841
1353,10/1/19 21:00,-0.4737,45.714
1354,10/1/19 22:00,-0.4737,44.674
1355,10/1/19 23:00,-0.4737,43.763
1356,10/2/19 0:00,-0.4737,42.984
1357,10/2/19 1:00,-0.4737,42.202
1358,10/2/19 2:00,-0.4737,41.508
1359,10/2/19 3:00,-0.4737,40.764
1360,10/2/19 4:00,-0.4737,40.064
1361,10/2/19 5:00,-0.4737,39.407
1362,10/2/19 6:00,-0.4737,38.7
1363,10/2/19 7:00,-0.4737,37.989
1364,10/2/19 8:00,-0.4737,37.798
1365,10/2/19 9:00,-0.4737,39.736
1366,10/2/19 10:00,-0.4737,43.214
1367,10/2/19 11:00,-0.4737,46.706
1368,10/2/19 12:00,-0.4737,49.383
1369,10/2/19 13:00,-0.4737,50.797
